name_broker,zipcode_broker,description_broker,score_broker,number_reviews_broker,number_houses_for_sale_offered,number_houses_sold_last_12_months,url
Scherjon + Van der Veen Makelaars,9254 GM,"Scherjon + Van der Veen makelaars & taxateurs beheert met twee gedreven makelaars; Koos Scherjon en Binne-jan van der Veen een portefeuille woningen in Hurdegaryp, Leeuwarden, Feanwalden, Trynwalden, Kollum, Buitenpost en verdere omstreken.Bekijk het aanbod van Scherjon + Van der Veen makelaars niet alleen op Funda.nl maar ook op www.scherjonvanderveen.nlU bent van harte welkom op ons kantoor in Hurdegaryp. De koffie staat klaar!Hartelijke groet,Koos Scherjon, Binne-jan van der Veen",8.8,73,9,56,https://www.funda.nl/en/makelaars/kantoor/hurdegaryp/5055-scherjon-van-der-veen-makelaars/
Hentenaar Makelaardij,7921 AE,"Zoekt u een nieuwe woning? Of wilt u juist uw huis verkopen? Dan bent u bij Hentenaar Makelaardij aan het juiste adres. Of u nu starter bent of u heeft al vaker een woning gekocht of verkocht: het gaat om een belangrijke beslissing. Een beslissing waarbij wij het verschil voor u kunnen maken.Onze registermakelaars (lid NVM) begeleiden en adviseren u bij het gehele traject van kopen of verkopen. Of het nou gaat om een appartement, rijtjeswoning, boerderij of twee-onder-een-kapwoning. Natuurlijk kunt u ook bij ons terecht voor een taxatie. En heeft u andere vragen? Ook dan staat ons team voor u klaar. Door voortdurende bijscholing zijn onze medewerkers altijd op de hoogte van bijvoorbeeld de juridische en fiscale ontwikkelingen in Nederland.Hentenaar heeft vestigingen in Hoogeveen en Zuidwolde, met als werkgebied Zuidwest-Drenthe. Doordat we al ruim 35 jaar als makelaar werken, kennen we de woningmarkt in deze regio als geen ander. Die kennis zetten we ook graag voor u in!Heeft u vragen? Schroom niet en neem contact met ons op. Wij helpen u graag verder!",8.9,55,28,41,https://www.funda.nl/en/makelaars/kantoor/zuidwolde-dr/4018-hentenaar-makelaardij/
Wijnholds Makelaardij,7875 BW," Wijnholds Makelaardij heeft ruime ervaring in de aankoop en verkoop van onroerende zaken.Naast beedigd makelaar/taxateur wonen, zijn wij ook actief op gebied van bedrijfsonroerend goed. Met de juiste expertise is Wijnholds Makelaardij een vooraanstaande NVM makelaar in Zuid-Oost Drenthe.Het lidmaatschap van Nederlandse Vereniging van Makelaars (NVM) biedt ons kantoor uitstekend zicht op de ontwikkelingen van de huizenmarkt en daarmee zijn wij goed op de hoogte van de verhouding tussen vraag en aanbod. U kunt meeprofiteren van de NVM-voordelen, zoals ons zoekersbestand op het Internet en het adverteren met uw woning op de site www.funda.nl en www.wijnholds-makelaardij.nl.(Aan-) koop van een woning  Bent u zoekende naar een passende woning dan kunnen wij u voor u zoeken, adviseren en begeleiden bij de aankoop van uw droomhuis. We zijn makelaar én taxateur, maar kunnen u ook adviseren op juridisch, bouwkundig en financieel gebied.Verkoop van uw woning  Wij kunnen u adviseren hoe u uw woning kunt onderscheiden van het overige aanbod. Hierdoor kunt u het zo snel mogelijk tegen de beste prijs verkopen.  Uw woning krijgt via ons kantoor de maximale aandacht in de markt. Tevens hebben wij een uitgebreid zoekersbestand. U ontvangt alleen zorgvuldig geselecteerde kopers, met wie wij uitsluitend op afspraak langskomen.Hypotheekadvisering  Wijnholds Makelaardij werkt samen met onafhankelijke financiële adviseurs, welke geheel vrijblijvend een financieel advies kunnen geven. Een professionele hypotheekadviseur waar u eerlijke en betrouwbare adviezen en offertes kunt verwachten.Waarom zou u voor een kantoor als Wijnholds Makelaardij kiezen?  - Omdat u betrouwbaarheid en persoonlijke aandacht belangrijk vindt.  - Omdat u een open communicatie van groot belang acht  - Omdat u op de hoogte wil worden gehouden van de nieuwste ontwikkelingen  - Omdat u het een voorwaarde vindt dat er nauwkeurig met uw gegevens wordt omgegaan  - Omdat u het op prijs stelt dat bezichtigingen zo spoedig mogelijk worden geregeld  - Omdat u staat op efficiency en snelheid van handelen  - Omdat u behoefte heeft aan beleving, aandacht en accuratesse  - Omdat u zaken wilt doen met een betrokken makelaardij!Wij zijn ervan overtuigd dat de toegevoegde waarde van onze dienstverlening onze courtage overtreft!",9.3,96,3,68,https://www.funda.nl/en/makelaars/kantoor/exloo/4211-wijnholds-makelaardij/
de Wit Garantiemakelaars,9601 AC,"Sinds 1978 verkopen wij met veel plezier woningen in en om Hoogezand-Sappemeer. Deze ervaring zetten wij met ons kleine team graag voor u in, bij de verkoop of aankoop van uw woning.  Wilt u ook gebruik maken van onze deskundige, persoonlijke en zorgvuldige aanpak? Bel ons gerust voor een kennismakingsgesprek.",9.1,136,6,60,https://www.funda.nl/en/makelaars/kantoor/hoogezand/9123-de-wit-garantiemakelaars/
Gerrits Makelaardij,7255 BK,"Welkom bij .  is beëdigd makelaar van Gerrits Makelaardij.  Hij is de oprichter van het kantoor en lid van de NVM, en ingeschreven in het VastgoedCert als register makelaar-taxateur in de kamer Wonen en Bedrijven.  is als tweede NVM makelaar betrokken bij ons kantoor.Pieter en Han zijn geboren en getogen in de Achterhoek en derhalve uitstekend op de hoogte van het heden en verleden in de regio op onroerend goed gebied.Voor de commerciële binnendienst is  verantwoordelijk.We zijn te vinden midden in ons werkgebied: in Hengelo Gld, het centrum van de gemeente Bronckhorst.  De kantoortijden zijn op werkdagen van 8.30 uur tot 17.30 uur. Bent u op zoek naar een ander woonhuis of een nieuw pand voor uw onderneming? Dan staat u voor een aantal belangrijke beslissingen. Laat u in dat proces bijstaan door de professionals van Gerrits Makelaardij. Wij hebben de kennis, ervaring en expertise om u te helpen de juiste keuzes in dit proces te maken. Wij begeleiden u, het hele traject, persoonlijk. Aarzel niet en bel ons voor een eerste afspraak, deze afspraak is altijd vrijblijvend.NVM.  Wij zij lid van de Nederlandse Vereniging van Makelaars o.g. en vastgoeddeskundigen NVM. Het lidmaatschap van deze toonaangevende organisatie geeft u de zekerheid van een deskundig advies en een goede ondersteuning. Voor meer informatie over de NVM kunt u terecht op de site.Diensten.  Waarmee kunnen wij u van dienst zijn?  · Verkoop van uw bestaande woning en nieuwbouw woningen  - Kopersbegeleiding en advisering bij het kopen van een bestaande woning of een nieuwbouwwoning  - Verkoop/aankoop van uw bedrijfspand  - Verhuur/aanhuur van uw woning  - Verhuur/aanhuur van uw bedrijfspand  - Advisering  - Taxatie van onroerend goed  - Contra-expertise",9.1,84,13,56,https://www.funda.nl/en/makelaars/kantoor/hengelo-ge/2233-gerrits-makelaardij/
ENTREE makelaars,3962 EA,"Het team van Entree makelaars is altijd enthousiast en gedreven om u te helpen bij al uw vastgoed zaken. De makelaars zijn op de hoogte van de markt, regelgeving en bouwkundige aspecten die belangrijk zijn voor de waarde van onroerend goed. Entree makelaars, lid van de NVM en NRVT, gaat voor kwaliteit. Alle bezichtigingen worden uitgevoerd door onze gecertificeerde makelaars.Entree makelaars was voorheen bekend als IJsselstreek Makelaars Wijk bij Duurstede B.V. Naast uw vastgoedzaken kunt u bij Entree makelaars ook terecht voor goede adviezen voor een geschikt hypotheekadviseur, verzekeringsagent of bouw-/verbouwingsspecialisten. Maak gebruik van ons netwerk van zuivere relaties uit de regio.Wij zijn professioneel, zeer betrokken, hebben uitstekende aan- en verkoopresultaten en nog veel belangrijker; tevreden opdrachtgevers!Bel of mail ons voor een vrijblijvend adviesgesprek over uw woonwensen! Wij zijn u graag van dienst.Met vriendelijke groet,  Rens, Bas, Marlene en Bertha",8.9,120,9,58,https://www.funda.nl/en/makelaars/kantoor/wijk-bij-duurstede/17085-entree-makelaars/
De Register Makelaar,3871 AD,"Welkom bij Dé Register Makelaar. Hét makelaarskantoor van Hoevelaken en omstreken. Met maar liefst 2 register Makelaars en Taxateurs gaan we verder dan u gewend bent met zowel zakelijke als particuliere makelaarsdiensten. We helpen u graag, snel, goed en creatief. En uiteraard met veel plezier. Want naast vakmensen zijn we vooral ook mensen – mensen. Meer weten? Neem niet alleen een kijkje op deze site, maar neem ook vrijblijvend contact met ons op.  Met vriendelijke groet,Bianca Huygen – Bouw RMTMaurits F. Kamphorst RMT",Missing,Missing,12,70,https://www.funda.nl/en/makelaars/kantoor/hoevelaken/166-de-register-makelaar/
Van Overbeek Makelaars o.g. West-Friesland,1611 AE,"Laat u goed informeren over de verkoop of aankoop van uw huis door middel van een aankoop- of verkoop adviesgesprek. Maak gebruik van de gratis tips die onze makelaars u geven. Wilt u liever weten wat uw woning waard is? Kies voor een gratis waardebepaling bij Van Overbeek Makelaars en weet direct wat uw bestedingsruimte is!Bij het aan- of verkopen van onroerend goed staan grote belangen op het spel; emotionele maar ook – en vooral – financiële belangen. Dat vraagt om een makelaar met begrip voor de klant en een makelaar die zich optimaal inzet bij het vinden van oplossingen. Door duidelijk te zijn in onze afspraken, nuchter advies te geven en door beloftes na te komen is Van Overbeek Makelaars de makelaar die u zoekt!Wanneer u kiest voor Van Overbeek Makelaars geeft dat voor elke opdrachtgever een waarborg van zekerheid. Van Overbeek Makelaars biedt u de zekerheid van jarenlange ervaring en bewezen kwaliteit in alle geledingen van onroerend goed, bestaande uit: woningen, bedrijfsonroerend goed, agrarisch, nieuwbouw, projectontwikkeling, huur, verhuur en vastgoedmanagement.Het team van Van Overbeek Makelaars bestaat uit zeer gemotiveerde professionals, die de benodigde kennis hebben en op de hoogte zijn (en blijven) van actuele juridische, wettelijke, sociale en geografische ontwikkelingen. Van Overbeek Makelaars is lid van de NVM: de Nederlandse Vereniging voor Makelaars. De NVM informeert zowel de makelaar als de consument over alles wat met de verkoop, aankoop of taxatie van onroerend goed te maken heeft. Eén van de speerpunten van de NVM is de belangenbehartiging. Alle makelaars binnen Van Overbeek frissen regelmatig hun kennis op. Net zo belangrijk is het talent van onze medewerkers om slagvaardig te zijn in het doen van zaken in opdracht van de klant; een talent waar Van Overbeek Makelaars in ruime mate over beschikt.Van Overbeek Makelaars biedt een breed pakket van diensten aan. Disciplines die om specialisten vragen en mensen die met een diepgaande kennis op hun vakgebied u verder kunnen helpen.Of het nu gaat om:De medewerkers bij Van Overbeek Makelaars weten waar zij over praten.Van Overbeek Makelaars werd opgericht in 1970 en heeft in ruim 50 jaar een uitstekende reputatie verworven op het gebied van commercieel en particulier ontroerend goed. De Van Overbeek Makelaars Groep o.g. telt vier vestigingen gelegen in Purmerend, Edam-Volendam, Hoorn en West-Friesland, waarin Van Overbeek Makelaars zich onderscheidt door diepgaande kennis van de lokale markt.",9.2,117,22,42,https://www.funda.nl/en/makelaars/kantoor/bovenkarspel/12222-van-overbeek-makelaars-og-west-friesland/
Makelaardij Jaap Kingma,9251 MN,"MAKELAARDIJ JAAP KINGMA is een begrip in de regio. Het is een hecht team dat met veel enthousiasme actief is op de woningmarkt.Vanuit Burgum opereren wij in een mooi stukje fryslân, ons werkgebied is vrij groot, ons meeste woonaanbod ligt globaal in de cirkel Drachten, Leeuwarden, Dokkum, Buitenpost, maar ook buiten dit gebied hebben wij woningen te koop. Ons aanbod varieert van tussenwoning tot woonboerderij en van nieuwbouwwoning tot monumentenpand.Minstens zo belangrijk als de deskundigheid en ervaring die wij in huis hebben, vinden wij het persoonlijke contact met onze klanten. Door daarin te investeren kunnen wij u beter van dienst zijn en hebben wij zelf meer plezier in ons werk.",8.9,133,18,44,https://www.funda.nl/en/makelaars/kantoor/burgum/5150-makelaardij-jaap-kingma/
Dijksman & Partners Woningmakelaars en Taxateurs,2631 CT,"In het verleden was makelaar Jan Dijksman, vader van de huidige eigenaar, lange tijd actief in onze regio. Voor velen een bekende naam. Door onze jarenlange vastgoed ervaring in de regio Haaglanden kunnen wij u als makelaar en taxateur optimaal en vakkundig adviseren bij aankoop, verkoop, taxaties, verhuur of aanhuur.In Delft bevindt zich ons kantoor gespecialiseerd in bedrijfsmatig vastgoed. Zie www.dijksmankruiper.nl.Onze klanten kunnen gratis gebruik maken van onze mooie verhuisbus.",9.7,129,20,46,https://www.funda.nl/en/makelaars/kantoor/nootdorp/8681-dijksman-en-partners-woningmakelaars-en-taxateurs/
Heule Makelaardij,1071 PA,"Specialisten van A tot Z.  De onroerendgoedspecialisten van Mar.J.Heule Makelaardij b.v. zijn stuk voor stuk uitstekend opgeleide en ervaren makelaars.  Zij kennen de particuliere en bedrijfsmarkt als geen ander.  Hun kennis staat borg voor een professionele afhandeling van uw onroerendgoedtransactie.Full service: Alles in één hand  Mar.J.Heule Makelaardij b.v. is al meer dan 40 jaar actief op de onroerendgoedmarkten van Groot-Amsterdam. Bij Mar.J.Heule Makelaardij b.v. vindt u alle disciplines onder één dak. Of het nu gaat om aan- of verkoop van uw huis of bedrijfsgebouw, huur en verhuur, waardebepalingen, taxatgies, beleggingen, beheer of bouwkundige adviezen: het team van Mar.J.Heule Makelaardij b.v. staat voor u klaar, ook voor een geheel vrijblijvend gesprek. Ons kantoor kenmerkt zich door dynamiek en een gedegen kennis van de markt. .Mar.J.Heule Makelaardij b.v. staat u met raad en daad terzijde bij de aan- en verkoop van uw huis.  Ons kantoor beschikt over een ruime, actuele portefeuille van appartementen en woonhuizen in Amsterdam en omstreken. Wij adviseren u bij aan- en of verkoop en voeren op een profssionele manier de onderhandelingen. Potentiële kopers houden wij van dag tot dat op de hoogte van het actuele aanbod. Per e-mail, post of telefonisch. Bovendien is de complete portefeuille met het actuele aanbod te vinden op onze dynamische website: www.heulemakelaars.nl.Huur of verhuurplannen?Mar.J.Heule Makelaardij b.v. zal u snel en efficiënt behulpzaam zijn bij de huur of verhuur van een woonhuis of appartment.",9.4,65,29,111,https://www.funda.nl/en/makelaars/kantoor/amsterdam/24155-heule-makelaardij/
Rozeboom makelaardij,6721 TE,"Maak kennis met Rozeboom Makelaardij, de sleutel voor wonen | taxaties | advies | ondernemen en agrarisch. Een professioneel makelaarskantoor dat een mooie historie kent sinds de jaren ‘70. Kenmerkend zijn de korte lijnen en een klantgerichte aanpak. Ons makelaarskantoor hecht waarde aan persoonlijk contact met haar klanten. Omdat iedere aangelegenheid anders is.Rozeboom Makelaardij is een kantoor met kennis van zaken. De drijvende kracht achter de organisatie zijn de mensen die er werken. U wordt begeleid door gediplomeerde en gecertificeerde makelaars/medewerkers. Hun kennis van de markt, of het nu de particuliere woningmarkt of agrarisch of bedrijfsmatig onroerende zaken betreft, is doorslaggevend bij ieder aan- en verkooptraject. Dagelijks zetten zij zich vol enthousiasme in op de markt van onroerende zaken met als doel om voor u het beste resultaat te behalen.Wilt u meer weten? Neem dan gerust contact met ons op of neem een kijkje op onze vernieuwde site Anton Rozeboom                                                                                                                                 makelaar | taxateur | adviseur",9.2,27,23,44,https://www.funda.nl/en/makelaars/kantoor/bennekom/18055-rozeboom-makelaardij/
