name_broker,zipcode_broker,description_broker,number_reviews_broker,number_houses_for_sale_offered,number_houses_sold_last_12_months,url
Duijnisveld NVM Makelaardij,2685 WD,"Een jong en fris kantoor, maar met toch al bijna 20 jaar ervaring in de makelaardij.Gespecialiseerd in de verkoop, aankoop en taxatie van jouw woning in de regio Westland (o.a. Poeldijk, Honselersdijk, Monster, Naaldwijk, ’s-Gravenzande) en Den Haag.- Altijd een vast contactpersoon en makelaar;  - Pro-actief en gedreven om het beste resultaat te behalen;  - Actief op Social Media (o.a. Facebook & Instagram);  - Goed in styling en het geven van tips, voor o.a. de foto’s op Funda;  - Full service makelaar met mogelijkheid tot deeldiensten;  - Aangesloten bij de beste branchevereniging genaamd NVM.Ben je benieuwd wat wij voor jou kunnen betekenen?  Neem dan geheel vrijblijvend contact met ons op.",Missing,0,1,https://www.funda.nl/en/makelaars/kantoor/poeldijk/8711-duijnisveld-nvm-makelaardij/
RIEM VIS makelaars,9311 TC,"Bij het (ver)kopen van een woning spelen belangrijke zaken een rol. Het is de kunst om al deze aspecten stuk voor stuk goed te doorgronden, met het uiteindelijke doel het geheel perfect te laten aansluiten bij...........uw  en levensstijl.Ons bedrijfslogo beeldt uit de mix van kennis en vaardigheden. Kennis op het gebied van bouwkunde, onderhoud, juridische zaken, ruimtelijke ordening, etc.  Aangevuld met jarenlange ervaring in de vastgoed sector in noord Nederland.  U kiest de ‘kleur’ voor al deze uitgangspunten.  Onze uitdaging is, dit mèt u en voor u om te zetten in een klinkend eindresultaat. Doorslaggevend daarbij is de juiste mix te vinden van professionaliteit en uitstekende commerciële- sociale vaardigheden.Verkopen:  Vanaf het maken van de eerste afspraken tot en met de oplevering van uw woning voelen wij ons  verantwoordelijk. Gedurende het hele traject heeft u één aanspreekpunt, deze aanpak staat garant voor flexibiliteit, goede communicatie en slagvaardigheid.  Met kantoor aan huis werkt het efficiënt en zijn we op werkdagen tot 20.00 uur bereikbaar. Makkelijk voor u, maar zeker ook voor de belangstellenden voor uw woning.  Internet is onze etalage, dus daar investeren we in innovatie:  Kopen:  Bij aankoopbegeleiding gaat het om ù; uw woonplezier!  U zoekt een makelaar die natuurlijk objectief de bouwkundige staat en de reële waarde vaststelt, maar vooral een actieve  ́meedenker ́ hoe uw wensen kunnen worden gerealiseerd.  Vanzelfsprekend wilt u maximaal profiteren in een hectische markt en gaan we scherp voor u onderhandelen. Belangrijk daarbij is ook het uitsluiten van risico’s; bij twijfel adviseren wij aanvullend specialistisch onderzoek.  Ook voor een recreatie woning bent u alleen tevreden met een maatkostuum.In de huidige markt zijn er volop kansen om uw persoonlijke wensen in te vullen.  Wilt u een kosteloos advies voor een  aanpak?Mail of bel ons; we zijn u graag van dienst.Peter Riem VisBeëdigd makelaar-register taxateur (RMT)",8,0,1,https://www.funda.nl/en/makelaars/kantoor/nieuw-roden/4261-riem-vis-makelaars/
AR Makelaardij,3817 GE,"Wilt u uw woning gaan verkopen, verhuren en/of een andere woning kopen, dan komen wij vrijblijvend bij u langs om u te adviseren en te begeleiden. Een goede waardebepaling hoort hierbij en is gratis. Ook voor financieel hypotheekadvies kunt u ons benaderen. Bij ons geldt: Afspraak is afspraak!!Aangesloten bij de NVM en volledig gecertificeerd willen wij kwaliteit leveren en u ontzorgen.",2,0,1,https://www.funda.nl/en/makelaars/kantoor/amersfoort/187-ar-makelaardij/
Home in One Makelaars en Taxateurs B.V.,2564 JP,"Home in One Makelaars & Taxateurs is uw NVM makelaarskantoor voor regio Haaglanden met de focus op het taxeren van woningen. Wij zijn gevestigd in de Vruchtenbuurt van Den Haag, vanuit hier bedienen wij onze klanten. Kevin Kras heeft Home in One Makelaars & Taxateurs opgericht en door zijn jarenlange ervaring in de makelaardij heeft hij zijn sporen verdiend als NVM makelaar-taxateur. Ons kantoor is bij de NVM aangesloten, wat voor u als klant een vertrouwde naam en branchevereniging is. Wij vinden het belangrijk om kwaliteit en professionaliteit te bieden, de NVM sluit aan bij deze wensen. Daarnaast zijn wij aangesloten bij Vastgoed Cert en NRVT. 1. Kevin neemt persoonlijk contact met u op voor het inplannen van een afspraak.2. Binnen 24 uur na de aanvraag hebben wij contact opgenomen voor het inplannen van de afspraak.3. Na het inplannen van de afspraak ontvangt u een bevestiging e-mail met een overzicht van de benodigde informatie voor het uitwerken taxatierapport.4. Na het woningbezoek, streven wij ernaar om binnen 48 uur de taxatie bij u aan te leveren. Wij zijn hierbij afhankelijk van de beschikbaarheid de benodigde informatie.5. U beschikt over een (gevalideerd) taxatierapport! Wij hebben een groot netwerk van professionals waarmee wij dagelijks contact onderhouden om de marktwaarde van de woningen te toetsen, zodat u op een reële marktwaarde kan rekenen. ",3,0,2,https://www.funda.nl/en/makelaars/kantoor/den-haag/8697-home-in-one-makelaars-en-taxateurs-bv/
Klaver Agrarisch Vastgoed B.V.,1733 AX,"Het beste resultaat door kennis en boerenverstand.Klaver Agrarisch Vastgoed is dé agrarisch makelaar en vastgoed adviseur van Noord-Holland.  Met het grootste agrarisch aanbod en de meeste deskundigheid in huis:  - natuurlijk een gecertificeerde makelaar/taxateur;  - een eigen adviseur met bancaire achtergrond voor al uw agrarische ondernemersvraagstukken;  - een eigen juriste en Agri-mediator.Iedereen bij Klaver Agrarisch Vastgoed weet van huis uit wat een boerenbedrijf inhoudt. Wij kennen het leven, de vraagstukken, de moeilijkheid van beslissingen en de emoties bij familiebedrijven.  Wij spreken uw taal!Neem contact op met ons kantoor voor een vrijblijvende kennismaking. Wij zijn u graag van dienst.",45,1,0,https://www.funda.nl/en/makelaars/kantoor/nieuwe-niedorp/12225-klaver-agrarisch-vastgoed-bv/
Burbach Roycroft,7511 JJ,Vanuit die visie verzorgen en begeleiden wij de verkoop van uw huis. Het draait bij Burbach Roycroft om kwaliteit en aandacht voor u én uw woning. Samen met onze specialisten maken wij voor elke woning een marktetingplan op maat. Als uw persoonlijke accountmanagers zijn wij continue bezig met de verkoop van uw huis.Via onze selecte netwerrken vinden wij geïnteresseerden én ambassadeurs voor uw huis. Door deze manier van werken ervaren onze relaties onze dienstverlening als zeer hoogwaardig. ,Missing,1,Missing,https://www.funda.nl/en/makelaars/kantoor/enschede/16255-burbach-roycroft/
NATIONALE WONINGMAKELAAR,9641 JB,No entry,Missing,2,0,https://www.funda.nl/en/makelaars/kantoor/veendam/9281-nationale-woningmakelaar/
Rijk taxateurs | adviseurs | rentmeesters,4416 AE,No entry,Missing,5,Missing,https://www.funda.nl/en/makelaars/kantoor/kruiningen/20081-rijk-taxateurs-adviseurs-rentmeesters/
AV Makelaars,2631 CW,"AV Makelaars is een klein, jong en dynamisch kantoor (met meer dan 20 jaar makelaarservaring) dat veel belang hecht aan een deskundig en persoonlijk contact met haar opdrachtgevers. Onze ervaring leert dat u daardoor een zo optimaal mogelijk rendement uit uw opdracht haalt. Op deze website vindt u ons actuele woning- en bedrijfsaanbod, alsmede informatie over de begeleiding die wij bieden bij de aan- of verkoop van uw woning of bedrijfspand.Onze werkgebied is Schiedam, Vlaardingen, Maassluis, Maasland, het gehele Westland en omgeving.Voor meer informatie over ons kantoor en onze dienstverlening kunt u altijd bij ons langskomen op maandag tot en met vrijdag. Vriendelijk verzoeken wij u om met ons een telefonische afspraak te maken. Ons telefoonnummer is 010 - 4493300.",Missing,0,2,https://www.funda.nl/en/makelaars/kantoor/nootdorp/15323-av-makelaars/
Van Ree Makelaardij o.g.,5707 GD,No entry,Missing,0,6,https://www.funda.nl/en/makelaars/kantoor/helmond/14287-van-ree-makelaardij-og/
Renkema-Flapper Agrarisch makelaardij,9201 CH,No entry,Missing,0,3,https://www.funda.nl/en/makelaars/kantoor/drachten/5106-renkema-flapper-agrarisch-makelaardij/
John Stuivenberg Makelaardij,1217 AS," door ruime ervaring in de makelaardij (sinds 1995), hebben wij een werkgebied/netwerk ontwikkeld wat zich uitstrekt over het gehele Gooi. Wij kunnen u hierdoor uitstekende diensten verlenen (verkoop, aankoop, huur- en verhuur) in o.a. Hilversum, Laren NH, Blaricum, Huizen, Bussum, Eemnes, Loosdrecht etc. John Stuivenberg Makelaardij heeft tevens een netwerk van NVM makelaars waarmee collegiaal wordt gewerkt. Wilt u een een etalage in uw eigen dorp of stad, maar ook van de vele voordelen van ons kantoor gebruik maken? Wij zorgen voor maatwerk dat aansluit bij de wensen van iedere cliënt. Een woningtaxatierapport is nodig voor de aan- of verkoop van een woning, een verbouwing of het oversluiten van een hypotheek. Maar ook bijvoorbeeld bij het vaststellen van successie- of overdrachtsbelasting of  WOZ-zaken.  Het is dus belangrijk dat u als consument op de inhoud van een taxatierapport moet kunnen vertrouwen en dat u helder inzicht krijgt in hoe de  waarde tot stand is gekomen. Daarnaast willen geldverstrekkers in het kader van fraudepreventie ook taxatierapporten waar ze op kunnen bouwen.  is VastgoedCert gecertificeerd en aangesloten bij het . Vraag ons naar de mogelijkheden of ontvang direct vrijblijvende prijsopgave.",Missing,0,2,https://www.funda.nl/en/makelaars/kantoor/hilversum/6331-john-stuivenberg-makelaardij/
SuijkerBuijk Bedrijfs Onroerend Goed,4701 BL, Wat houdt dat in? Een directe maar integere aanpak met de juiste strategie en een dosis gezond verstand.  zet zich al jaren in om ondernemers te ondersteunen in de zoektocht naar dé perfecte bedrijfslocatie in West-Brabant.Altijd op de hoogte van de actuele ontwikkeling op het gebied van bedrijfsruimte. En altijd bereikbaar. Interesse in een pand? Wij regelen diezelfde dag nog een bezichtiging. - Verkoop/ Verhuur  - Aankoop/ Aanhuur  - Taxaties  - Vastgoedadvies  - Beleggingen  Laan van Brabant 62  4701 BL Roosendaal  T: 0165 - 541219  E: info@SuijkerBuijk-BOG.nl,Missing,2,2,https://www.funda.nl/en/makelaars/kantoor/roosendaal/19183-suijkerbuijk-bedrijfs-onroerend-goed/
Makelaardij Wiersema bv,7311 ST,"Wiersema Makelaardij is een kantoor met veel ervaring in de woning  makelaardij. Sinds 1997 was het kantoor gevestigd aan de Mr. Van  Hasseltlaan 1 hoek Regentesselaan tegenover het prachtige Oranjepark.  Vanaf 1 december 2017 is het gevestigd aan de PWA laan 705 te Apeldoorn.Erik Wiersema is vanaf 7 februari 1985 beedigd als makelaar taxateur en werkzaam in Apeldoorn.  Meer dan 30 jaar ervaring in alles wat met wonen te maken heeft zoals  aankoop, verkoop en taxaties.Wiersema Makelaardij heeft een ruim werkgebied van Apeldoorn en omgeving",6,0,2,https://www.funda.nl/en/makelaars/kantoor/apeldoorn/1165-makelaardij-wiersema-bv/
Sabine Breman Makelaardij,1034 WT,Aangenaam. Ik ben Sabine Breman en werkzaam als gecertificeerd makelaar/taxateur.Inmiddels al meer dan 25 jaar actief op het gebied van onroerend goed en ik ben eindelijk voor mijzelf begonnen. Het grote voordeel als u houdt van korte lijnen en persoonlijk advies. Een helder gesprek kan u inzicht geven in de waarde van uw woning en de Amsterdamse vastgoedmarkt.Ik ben een gecertificeert RMT makelaar en aangesloten bij de NVM. Heeft u een gevalideerd taxatierapport nodig zoals bijvoorbeeld een NWWI taxatierapport? Deze kan ik snel en efficient voor u opstellen. Een afspraak is snel gemaakt!,Missing,1,3,https://www.funda.nl/en/makelaars/kantoor/amsterdam/24808-sabine-breman-makelaardij/
Wonen in ons huis,8440 AC,"Zelf je verkooptekst schrijven? Foto’s maken en uploaden? Niet bij Wonen in ons huis. Je krijg je het comfort van een traditionele makelaar én de scherpe prijs van een online makelaar. Ons betrokken team van experts verkoopt jouw huis en begeleidt je van start tot overdracht. Ervaar hoe volledig, persoonlijk en dichtbij een ‘online makelaar’ kan zijn.• Vaste lage prijs € 950 incl. btw  • Inclusief verkooptekst, fotografie & plattegronden  • Begeleiding van A tot Z  • Alleen de bezichtigingen doe je zelf  Een slimme verkoper bespaart zo (veel!) geld, zonder kwaliteit in te leveren. Dus, hoeveel ga jij besparen?",Missing,0,2,https://www.funda.nl/en/makelaars/kantoor/heerenveen/5230-wonen-in-ons-huis/
Van der Kooij Makelaars B.V.,2334 BP,"Bent u op zoek naar een bedrijfsmakelaar actief in de regio Leiden, Duin & Bollenstreek en Haaglanden? Of heeft u advies nodig van een ervaren vastgoedadviseur? Dan bent u bij Van der Kooij Bedrijfsmakelaars aan het juiste adres. Wij richten ons op het adviseurs- en intermediairschap ten behoeve van beleggers, projectontwikkelaars, financiers, eigenaren en gebruikers van bedrijfsmatig onroerend goed. Bij de juiste locatie hoort tenslotte de juiste makelaar.Van der Kooij Bedrijfsmakelaars: Van der Kooij Bedrijfsmakelaars heeft al meer dan 30 jaar ervaring op het gebied van verkoop, verhuur en taxaties van bedrijfsmatig vastgoed. Wij gebruiken onze kennis in uw voordeel en adviseren bij beslissingen op vastgoedgebied. Daarnaast zijn wij betrokken bij de regio en altijd op de hoogte van de nieuwste ontwikkelingen. Dit alles doen wij met een duidelijke aanpak; to the point.Ook behoefte aan een onafhankelijke en betrouwbare partner?Heeft u advies of hulp nodig bij? Laten we snel kennismaken! Wij vertellen u graag meer over onze activiteiten en referenties. Telefoonnummer 071- 760 00 50.",Missing,0,2,https://www.funda.nl/en/makelaars/kantoor/leiden/25101-van-der-kooij-makelaars-bv/
Pieters Makelaardij,3981 AR,"Makelaardij o.g. H.J.C. Pieters & Zn. is een makelaars kantoor in Utrecht en omgeving op het gebied van verkoop, aankoop, taxatie en beheer van onroerende goederen.  Al ruim 90 jaar makelen wij in de Domstad en omgeving.Een gedegen kennis van de onroerend goed markt en een persoonlijke benadering zijn daarbij van doorslaggevend belang: de klant centraal !Wij zijn lid van de Nederlandse Vereniging van Makelaars (NVM).Voor een nadere kennismaking met één van onze makelaars nodigen wij u gaarne uit voor een persoonlijk gesprek.",Missing,0,2,https://www.funda.nl/en/makelaars/kantoor/bunnik/17169-pieters-makelaardij/
Reinders Makelaardij,3131 AG,"Reinders Makelaardij is een jong, dynamisch en allround makelaarskantoor met grote kennis van de huizenmarkt. Tevens hebben wij voor beheer, onteigeningszaken en adviezen omtrent taxaties en gemeentelijke regelgeving alle deskundigheid in huis.De huizenmarkt lijkt soms een jungle waar u heel makkelijk in kunt verdwalen. Om u uitstekend te kunnen begeleiden bij het vinden van een uitweg in de zoektocht naar uw nieuwe woning, nodigen wij u graag uit voor een persoonlijk gesprek. In dit gesprek proberen wij een duidelijk beeld te krijgen van uw woonwensen, zodat wij u een op maat gesneden advies kunnen geven. Zo'n persoonlijk advies bestaat bijvoorbeeld uit:· Inventariseren van Uw woonwensen; · Uw financiële reikwijdte wordt in overleg met u en (vrijblijvend) met onze financiële planner geïnventariseerd; · Wij informeren u over het totale huizenaanbod van alle NVM-makelaars uit het door u aangewezen gebied; · Wij informeren u ook over het huizenaanbod van de niet NVM-makelaars; · Wij bezichtigen met u de door u geselecteerde huizen en adviseren omtrent: de staat van onderhoud - de ligging - de waarde - de bouwkundige staat - erfdienstbaarheden, e.d. · Wij onderhandelen namens u voor de beste prijs en de beste voorwaarden; · Wij controleren voor u de koopakte; · Wij zorgen zonodig voor een bouwkundige keuring; · Indien u dat wenst laten wij een collega makelaar het pand taxeren voor de financiering; · Wij begeleiden u tot en met het ondertekenen van de akte bij de notaris.Tijdens het kenningsmakingsgesprek zullen wij met u de aantrekkelijke courtagevoorwaarden bespreken.Maak vrijblijvend een afspraak met één van onze enthousiaste makelaars!",Missing,1,1,https://www.funda.nl/en/makelaars/kantoor/vlaardingen/19233-reinders-makelaardij/
