SalesAgent,Reviews
3D Makelaars B.V.,"Prettig contact met de makelaar, korte lijnen, flexibel, vriendelijk en deskundig. Hele fijne makelaar! Wat ik erg prettig vond is dat er erg goed gecommuniceerd wordt. Als er veranderingen, nieuwtjes, bezichtigingen, vragen ed zijn wordt je DIRECT gebeld. Ook na een bezichtiging hoor je binnen 15 min hoe de bezichtiging verlopen is.Daarnaast staan ze echt aan jou kant en merk je dat ze oprecht hun best doen je huis te verkopen.Ook jagen ze je niet op extra kosten qua open dag, advertentie ed.: ze geven duidelijk aan of het voor jou huis al dan niet nut heeft.Echt heel heel erg tevreden, absoluut een aanrader. En ja, de courtage blijft altijd een issue, maar ze zijn niet extreem duur, en voor de service die je krijgt zijn ze het dubel dwars waard!!Joris moest even los komen en vergat nog wel eens door te geven wat er speelde maar na een gesprek daarover was/is het echt een super makelaar! Hield me keurig op de hoogte, gaf advies over hoe ik dingen moest doen en was vooral eerlijk en duidelijk! 3D Makelaars is een makelaar die de lokale markt uitstekend kent. Ze weten wat er in de buurt afspeelt en hebben nuttige tips om je huis goed in de markt te zetten. 3D Makelaars is altijd goed bereikbaar en fijn in omgang met jou en je potentiële koper. En niet onbelangrijk; een goede prijs-kwaliteitverhouding.Zeer tevreden klant! Veel kennis van zaken, goed en plezierig contact en snel resultaat! Wat ons betreft de beste keuze."
2M makelaars,"Ik ben zeer tevreden over de verkoop van mijn huis en met de aankoop ‘begeleiding’ van mijn nieuwe huis. Ik had er zelf geen omkijken na dus geen slapeloze nachten voor mij! Ze zijn altijd goed bereikbaar en denken met je mee. Een makelaar van deze tijd. Jong & vernieuwend! Ik ben zelf heel goed geholpen door Dhr. Vos en ik kan 2M Makelaars iedereen aanraden. Heb een fijne samenwerking gehad met 2 M makelaars. Het personeel houd zich aan de afspraak en reageerd op mail en telefoontjes. ToppieAlles vlekkeloos verlopen, goed op de hoogte gehouden van de status en binnen 1 dag verkocht! Verder geen opmerkingen.Wij kijken met een goed gevoel terug op de verkoop van onze woning door 2M makelaars. Ze zijn goed bereikbaar en houden ons goed op de hoogte van alle ontwikkelingen.Bedankt voor de snelle verkoop!Tiemen ennatuurlijk ook de andere medewerkers hebben hunwerk correct gedaan, bezichtigingen keurig gemeld, aandacht voor de kleine details. Wij hebben het traject als prettig ervaren."
3D Makelaars B.V.,"vriendelijke begeleiding, prima contact. had iets actiever de markt op gemogen om het huis te verkopen. bij uiteindelijke verkoop snelle actie op het bod!Twee enthousiaste makelaars bij 3D makelaars.Altijd terugkoppeling na een bezichtiging en altijd telefonisch bereikbaar.Uitstekende makelaar! Fijne ervaring erg persoonlijk. ze zitten erbovenop en laten de kansen op verkoop niet aan zich voorbij gaan. Prijs kwaliteit verhouding komen ook perfect overeen. Zijn niet te beroerd een paar uurtje over te werken en doen erg veel moeite. Erg goed te bereiken wanneer het nodig is.Wij hebben binnen 12 maanden ons huis verkocht! Een nette prestatie.Enthousiaste makelaar, goede en nuttige feedback nav bezichtigingen, actief meedenken met gestelde vraagprijs en deze tussentijds laten zakken vanwege concurrerende andere koopwoningen.Onderhandelingen daadkrachtig en naar tevredenheid voltooid!We hebben tijdens de verkoop van ons huis goede en actieve communicatie gehad over de verkoop. Het was een perfecte samenwerking."
2M makelaars,"Vanaf het begin tot het eind zijn wij echt ontzettend kundig en sympathiek begeleid door de makelaars van 2M Makelaars. Communicatief erg goed en ze doen gewoon wat ze beloven. Top, echt een makelaar om aan te raden!2m makelaars handelt snel en vakkundig. Zij geven goede feedback gedurende het proces. Door hun goede marktkennis en doortastendheid waren wij in staat om in zeer korte tijd onze woning naar volle tevredenheid te verkopen.Ik kon mij geen betere makelaar wensen . Zeer professioneel , en oprecht betrokken . Bedankt voor de fijne begeleiding . Patricia LoeveIk heb de samenwerking met de mensen van 2M als zeer prettig ervaren. Ze reageerden altijd snel op vragen en waren zeer informatief over de voortgang. Bezichtigingen werden efficiënt ingepland na afloop werd deze netjes telefonisch besproken. Ook als een collega een taak overnam, was deze op de hoogte van de laatste ontwikkelingen. No-nonsense en to the point! Ik ben erg tevreden met het resultaat en de verleende dienst.2M makelaars ;* Kennis van de markt.* Geven eerlijke waarde van de woning.* Heel vriendelijk. * Zijn altijd bereikbaar voor elke vraag.* Goed bezig!! "
3D Makelaars B.V.,"Makelaar heeft gezorgd voor een goede fotograaf : fraaie foto's op Funda.Heel slordig de communicatie over internet : een paar keer privé informatie van andere klant ontvangen , en eerste publicatie op Funda bevatte niet mijn correcties. Na de verkoop heeft de makelaar folders verspreid in de buurt , met mijn foto's , zonder dat eerst te overleggen.De makelaar is voor in verkoopname van tevoren al een keer langs geweest. Hij gaf destijds uitstekende verkooptips ivm opknappen en verbeterpunten van de woning. Dit waren exact punten die de woning van goed naar uitstekend verkoopbaarklaar maakten. Hij voelde precies aan dat de sfeer van een oude woning met hedendaags confort de sleutel tot succes moest worden. Op de dag van bezichtiging was de makelaar ruim van tevoren aanwezig om sfeerverlichting aan te zetten, de woning nog te inspecteren etc.. Daarbij heeft hij heel slim commercieel alle bezichtigingen direct na elkaar gepland, zodat voor iedereen duidelijk was dat de woning gewild was. Zijn kundige en enthousiaste manier van vertellen resulteerde direct in interesse van diverse partijen. E.e.a resulteerde in een verkooptermijn van 3 werkdagen!!3D makelaars, enorm bedankt voor alle service, kundigheid en enthousiasme waarmee jullie te werk zijn gegaanGoede en prettige makelaar die de tijd neemt voor zijn klant. Duidelijke uitleg van zaken!Zeker aan te bevelen!Ons huis was binnen vier weken verkocht. Ook twee andere huizen naast ons zijn vrijwel gelijk verkocht aan kopers die in eerste instantie bij ons gekeken hebben.goede makelaars, kunnen goed verkopen.maken goed gebruik van hun netwerk.reageren snel wanneer dit nodig is."
2M makelaars,"Correct gehandeld en zich goed aan de afsprakengehouden.Zich een goede onderhandelaar over de verkoopprijsgetoond.Goede en prettige samenwerking met de makelaars. Ze hielden ons goed op de hoogte en als we vragen hadden werden deze goed beantwoord. Alles was perfect geregeld. Mijn huis was snel verkocht en het contact met de makelaar was snel en goed!Het contact verliep op een uitstekende manier. Eerlijk en betrouwbaar. Ik heb eigenlijk niets negatiefs te melden. Maakte altijd tijd vrij om hulp te bieden als het nodig was. Het eerste contact was prima. De makelaar was vriendelijk, snel en too the point. Daarna kwame zeer snel alles op papier en de communicatie over bezichtigingen, zo wel vooraf als de feet back, niets op aan te merken."
3D Makelaars B.V.,"Makelaar Arjan Schreudering gaf ons goede adviezen en gaf een goed beeld van de huidige huizenmarkt. De fotograaf was ook zeer ervaren en nam ruim de tijd. Vanaf het moment dat wij een kijker hadden tot de daadwerkelijke verkoop werden wij constant op de hoogte gehouden, ook buiten kantoortijden. Ons appartement was binnen een maand verkocht! Al met al een prima ervaring met 3D.Wij hadden eerst ooit een makelaar die NIETS deed en nergens op reageerde. Ook geen enkel initiatief ontplooide om het appartement verkocht te krijgen.Waren al bekend met Arjan als persoon die recht voor zijn raap integer is en geen kulverhalen verkoopt.Zowel hij als Joris hebben hun drie D's gewoon waargemaakt.Eerst hadden we een 7 voor prijs/kwaliteit omdat sowieso de tarieven in de onroerende sector torenhoog zijn. Maar vergelijkenderwijs komen we toch op een goeie 8 uit.Binnen een half jaar -helaas met een vette restschuld, maar da's de markt nu- gewoon VERKOCHT!Ingrid en AlfredGoede relatie met de makelaar met veel locale marktkennis.Makelaar denkt mee en laat jou meedenken.Zeer goede prijs kwaliteit (deskundigheid) verhouding.Makelaar heeft gedaan wat je van een makelaar mag verwachten. Het huis is dan ook vrij snel verkochtMakelaar met zeer actieve en attente benadering van zaken met oog voor de belangen van zijnklanten. Draagt bovendien zorg voor goede en efficiënte afwikkeling van probleemsituaties."
2M makelaars,"Ik kon het niet beter kunnen wensen! Zeer goed gedaan 2M Makelaars! Betrouwbaar, klantvriendelijkheid, meedenkend en geweldigDank je wel.2m makelaars is een fijne/professionele/eerlijke makelaardij, makelaars altijd bereikbaar, en ons huis binnen twee weken verkocht! Heerlijk!! Niets in negatieve zin op 2M makelaars aan te merken. Een prettige verlopen intake gesprek. 2Mmakelaars zijn goed bekend in Papendrecht. De te verkopen woning was vlak bij het kantoor van 2M makelaars waardoor bezichtigingen e.d. makkelijk waren in te plannen. 2M makelaars heeft een proactieve benadering, waarmee wij als verkopende partij, ons goed geholpen voelen. De woning was binnen enkele dagen verkocht. Wij zijn in alle fasen van de verkoop vriendelijk en correct geholpen.We zijn erg tevreden met de manier waarop 2M ons heeft begeleid in het verkoop proces. Proactief meedenken over de beste verkoopstrategie, duidelijke en transparantie manier van communiceren en een eerlijke prijs voor de kwaliteit van de service.Na elke bezichtiging een terug koppeling.Vragen zijn beantwoord voordat ze gesteld zijn. Door snel en scherp in te spelen op de huidige markt is mijn huis binnen een week verkocht. Omdat er altijd ruimte moet zijn voor verbetering geef ik geen 10, maar wel 100% tevreden. "
3D Makelaars B.V.,"De makelaar handelde adequaat en tijdig, met goed advies en met betrokkenheid. Ik had altijd het gevoel dat de makelaar in mijn belang handelde en niet voor de vorm zijn werk deed.Wij zijn zeer tevreden over de professionele houding van Arjan en Joris. Zij hebben ons duidelijk en concreet geïnformeerd over alle mogelijkheden bij de verkoop van ons huis.De verkoop en de afhandeling van het huis hebben zij soepel laten verlopen. Wij raden deze gemotiveerde makelaar zeker aan.ik werd vakkundig geholpen en ze zoeken werkelijk alles voor je uit.verder is het een pre dat er een uitstekend financieel adviseurs aanwezig zijn.ook kan je deze mensen alles vragen en nemen ruim de tijd voor je.ik zou ze zeker aanbevelen.Goede makelaar; enthousiast team, flexibel en deskundig. Team is een realistisch wat betreft verwachtingen voor koper. Eerlijk in hun mening. "
2M makelaars,"Prettig contact op rustige proffesionele manier. Snelle beantwoording vragen en goede bereikbaarheid.We zijn heel prettig geholpen, en alle gemaakte afspraken zijn nagekomen. Alles is soepel en duidelijk verlopenBedankt hiervoorerg klantvriendelijke makelaar! Erg prettig en professioneel contact met de makelaars en medewerkers van 2m makelaars in PapendrechtHet kontakt verliep goed en zeker het plannen van bezichtigingen, want het waren er nog al wat. Het onderhandelen verliep ook soepel.Super makelaar!! Huis verkocht na 4 weken hard werken. Alles op alles gezet om het voor elkaar te krijgen.Arjen Vos van 2M makelaar super bedankt!!!"
2M makelaars,"Makelaar heeft ons prima geholpen met het verkopen van ons huis. Konden met elke vraag bij hem terecht.2 M Makelaars is een goede dynamische makelaar altijd bereikbaar en erg behulpzaam Wisten gelijk waar we aan toe waren . Goede service en snelheid van handelen werden constan op de hoogte gehouden.Ik ben zeer tevreden over deze makelaar. Wij zijn goed geholpen bij de verkoop van de woning van mijn ouders. Het contact was prima, altijd keurig en netjes te woord gestaan en overal van op de hoogte gehouden. Zeker aan te bevelen.Supermooie fotopresentatie en website van ons appartement, woning was binnen een week verkocht! Het team van 2M was zeer prettig om mee samen te werken. Er werd veel contact met ons gehouden. Gelijk na een bezichtiging werden we gebeld. Voor vragen maakten ze altijd tijd. Men heeft er echt moeite voor gedaan om ons huis te verkopen."
2M makelaars,"Zeer vriendelijk en fijn persoonlijk contact! Altijd bereikbaar...Zo niet in persoon...dan wel via de bereikbaarheidsdienst. Hebben onze woning zeer snel verkocht. Hebben de bezichtigingen prima verzorgd en konden prima inspringen op ad hoc bezichtigingen, waardoor onze woning dezelfde dag werd verkocht. Staan eerlijk in de markt en geven iedere kijker een gelijke kans. Ik zou bij een volgende verkoop zeker weer 2M makelaars inschakelen. Wij zijn zeer tevreden over de begeleiding, zelfs tijdens onze vakantie werden wij op de hoogte gehouden! Het is allemaal heel snel en zorgvuldig verlopen.Wij bevelen 2M makelaars dan ook zeer warm aan.Prima communicatie en begeleiding, bereid mee te denken en een stapje extra te doen. Goede bereikbaarheid en vragen werden dezelfde dag opgepakt.Na iedere bezichtiging werd ik vrijwel direct gebeld. Erg prettig! In goed overleg steeds alles gedaan en met resultaat! Binnen een week is mijn appartement verkocht! Zeker over de prijs- kwaliteit verhouding ben ik erg te spreken. De voor mij wat bekendere makelaars in Papendrecht waren toch echt wel wat duurder en die hadden het mijns inziens niet beter kunnen doen!Ik heb deze makelaar voor de 2de keer en ik zal geen andere willen hebben je word keurig en met respect gehopen. Ik zal in de toekomst zeker deze makelaar aan familie en vrienden zeker aan bevelen. Toppie met alles wat ze doen voor je."
2M makelaars,"De ervaring met 2M makelaars is heel goed. Werkwijze en presentatie prima. Prettig contact. Zeker aan te bevelen.Jong dynamisch bedrijf, die de potentiële klanten goed en snel benaderd,en de verkoper op de hoogte houdt van alle ontwikkelingen, waardoor wij ons huis heel snel hebben verkocht.Hele fijne makelaar ! Weet waar ze het over hebben en houden goed contact met verkoper ! Huis binnen 2 weken verkocht. Top team !Binnen een paar dagen was ons huis verkocht, dus de makelaar heeft goed werk verricht. Omdat het huis zo snel verkocht was, hebben we niet zo veel te maken gehad met de makelaar, maar het contact dat er tijdens die paar dagen was, hebben wij als erg goed ervaren.Attente makelaar, zeer deskundig en goede begeleiding bij de verkoop. Professionele aanpak met onder andere goede beschrijving, foto's en 3D-schetsen op Funda en het inrichten van een 'eigen website' van de woning."
2M makelaars,"Klein kantoor met persoonlijke begeleiding. Erg prettige samenwerking. Goede terugkoppeling na elk contact met potentiële kopers, prima begeleiding tijdens koopprocedure. We zijn erg tevreden over de begeleiding tijdens de verkoop van ons huis. We werden goed op de hoogte gehouden als er kijkers waren geweest. Afspraken werden nagekomen. Er werd meegedacht over diverse zaken. Wij bevelen deze makelaar zeker aan.2M makelaars biedt goede service, is vriendelijk en betrouwbaar.De kleinschaligheid zorgt voor snel contact en een goede relatie.Vanaf het moment dat 2M makelaars bij ons op bezoek kwam om kennis te maken gaven ze ons het beste gevoel. Gedurende het complete traject heb ik de dienstverlening als zeer prettig ervaren. Snelle actie als dat benodigd was, en de juiste tips in de onderhandelingen. Ik kan iedereen 2M makelaars aanbevelen. Vanaf het begin een duidelijke verdeling van taken besproken. Ook is er door een extern bedrijfduidelijke foto s gemaakt. Dit heeft wel tijd gekost maar heeft duidelijk ook het verschil gemaakt.Na iedere bezichtiging die telefonisch was afgesproken was er een terugkoppeling van de makelaars met een korte positieve en negatieve mening van de kijkers.Op ieder moment was er kontakt mogelijk met het kantoor wat ook erg fijn was.Na eerdere slechte ervaring met makelaar Nederlof waar ons huis ruim 3 jaar te koop heeft gestaan een positieve verkoop na 7 maanden bij 2M. Hier zijn wij erg blij mee en we raden in een gesprek dan ook van harte deze makelaar aan."
